transaction_id,user_id,transaction_date,transaction_time,transaction_type,transaction_category,amount,currency,transaction_status,payment_method,age_group,country,city,subscription_plan,fraud_flag,transaction_fee,revenue_generated,cashback_amount
TXN005603,USR99282,11/25/2023,0:20:29,Withdrawal,Shopping,452.39,USD,Successful,Apple Pay,18-24,United States,Miami,Plus,0,4.52,3.62,2.26
TXN002860,USR31012,11/25/2023,17:06:59,Withdrawal,Food & Dining,248.9,EUR,Successful,Google Pay,25-34,France,Paris,Standard,0,3.73,2.98,0
TXN011781,USR22772,11/25/2023,12:34:21,Refund,Entertainment,82.79,USD,Successful,Card,18-24,United States,Miami,Plus,0,0.83,0.66,0.41
TXN000862,USR79533,11/25/2023,20:21:34,Purchase,Food & Dining,571.75,GBP,Successful,Bank Transfer,25-34,United Kingdom,Leeds,Metal,0,1.14,0.91,8.58
TXN011145,USR48721,11/25/2023,10:42:34,Top-up,Utilities,2030.7,GBP,Successful,Apple Pay,25-34,United Kingdom,Birmingham,Premium,0,10.15,8.12,20.31
TXN001780,USR29082,11/25/2023,12:41:46,Purchase,Food & Dining,1059.3,EUR,Successful,Card,35-44,Italy,Florence,Metal,0,2.12,1.7,15.89
TXN007206,USR89494,11/25/2023,6:29:10,Purchase,Travel,855.48,GBP,Successful,Card,25-34,United Kingdom,Glasgow,Premium,0,4.28,3.42,8.55
TXN014913,USR93695,11/25/2023,9:19:54,Withdrawal,Travel,70.49,EUR,Successful,Bank Transfer,55+,Spain,Seville,Plus,0,0.7,0.56,0.35
TXN003305,USR25307,11/25/2023,7:41:25,Purchase,Food & Dining,703.58,GBP,Successful,Bank Transfer,45-54,United Kingdom,Liverpool,Standard,0,10.55,8.44,0
TXN000575,USR51662,11/25/2023,18:47:30,Refund,Shopping,258.35,GBP,Successful,Bank Transfer,25-34,United Kingdom,Edinburgh,Standard,0,3.88,3.1,0
TXN002099,USR62923,11/26/2023,11:15:21,Purchase,Travel,235.92,GBP,Successful,Apple Pay,18-24,United Kingdom,Manchester,Plus,0,2.36,1.89,1.18
TXN012237,USR30341,11/26/2023,8:03:44,Top-up,Utilities,677.45,EUR,Successful,Bank Transfer,35-44,Netherlands,Amsterdam,Standard,0,10.16,8.13,0
TXN006963,USR52982,11/26/2023,8:18:14,Top-up,Utilities,913.36,GBP,Successful,Card,18-24,United Kingdom,Liverpool,Premium,0,4.57,3.66,9.13
TXN009444,USR88522,11/26/2023,7:40:57,Purchase,Entertainment,396.09,GBP,Successful,Bank Transfer,35-44,United Kingdom,Birmingham,Standard,1,5.94,4.75,0
TXN012649,USR22475,11/26/2023,8:41:33,Transfer,Healthcare,1655.74,EUR,Successful,Google Pay,18-24,Spain,Valencia,Plus,0,16.56,13.25,8.28
TXN000593,USR37276,11/26/2023,4:48:38,Purchase,Shopping,42.87,EUR,Failed,Bank Transfer,55+,Netherlands,Amsterdam,Premium,0,0.21,0.17,
TXN003438,USR21485,11/26/2023,4:00:36,Transfer,Food & Dining,458.18,EUR,Successful,Apple Pay,25-34,France,Paris,Standard,0,6.87,5.5,0
TXN005945,USR34114,11/26/2023,21:29:32,Purchase,Healthcare,192.7,USD,Successful,Card,45-54,United States,Miami,Plus,0,1.93,1.54,0.96
TXN014906,USR33242,11/26/2023,18:48:10,Purchase,Food & Dining,39.29,EUR,Successful,Google Pay,25-34,Spain,Madrid,Standard,0,0.59,0.47,0
TXN003326,USR35965,11/26/2023,12:52:53,Purchase,Transfer,654.38,EUR,Reversed,Card,45-54,Netherlands,Utrecht,Standard,0,9.82,7.86,0
TXN006721,USR48639,11/26/2023,16:04:47,Purchase,Transfer,838.93,EUR,Successful,Card,45-54,Spain,Barcelona,Plus,0,8.39,6.71,4.19
TXN005292,USR32786,11/26/2023,19:35:33,Purchase,Other,201.91,USD,Reversed,Apple Pay,25-34,United States,Chicago,Plus,0,2.02,1.62,0
TXN013436,USR37125,11/26/2023,12:04:59,Transfer,Transfer,3571.94,EUR,Successful,Card,18-24,Germany,Frankfurt,Standard,0,53.58,42.86,0
TXN006305,USR78150,11/26/2023,11:10:43,Top-up,Shopping,2541.92,EUR,Successful,Apple Pay,35-44,Germany,Berlin,Premium,0,12.71,10.17,25.42
TXN003006,USR90995,11/26/2023,12:03:44,Withdrawal,Shopping,542.65,EUR,Successful,Apple Pay,35-44,France,Lyon,Plus,0,5.43,4.34,2.71
TXN001419,USR58599,11/26/2023,16:52:10,Purchase,Travel,554.65,EUR,Successful,Apple Pay,35-44,France,Marseille,Plus,0,5.55,4.44,2.77
TXN008821,USR23886,11/26/2023,22:41:58,Purchase,Travel,1007.09,EUR,Successful,Card,18-24,Netherlands,,Metal,0,2.01,1.61,15.11
TXN005394,USR42835,11/26/2023,17:29:40,Top-up,Food & Dining,1520.18,GBP,Successful,Direct Debit,35-44,United Kingdom,,Standard,0,22.8,18.24,0
TXN003027,USR90199,11/26/2023,6:26:40,Purchase,Shopping,126.06,GBP,Successful,Card,35-44,United Kingdom,London,Plus,0,1.26,1.01,0.63
TXN003046,USR38220,11/26/2023,12:43:09,Transfer,Entertainment,1657.58,EUR,Reversed,Google Pay,35-44,Spain,Barcelona,Standard,0,24.86,19.89,0
TXN001409,USR50888,11/26/2023,16:47:28,Top-up,Travel,1524.97,GBP,Successful,Card,35-44,United Kingdom,Bristol,Standard,0,22.87,18.3,0
TXN000635,USR76132,11/26/2023,8:10:52,Purchase,Healthcare,1542.71,EUR,Successful,Google Pay,35-44,Italy,Florence,Metal,0,3.09,2.47,23.14
TXN013412,USR50567,11/26/2023,9:44:38,Purchase,Utilities,6.78,GBP,Successful,Bank Transfer,35-44,United Kingdom,Glasgow,Standard,0,0.1,0.08,0
TXN013233,USR37815,11/26/2023,15:39:29,Purchase,Healthcare,698.38,EUR,Reversed,Google Pay,35-44,France,Marseille,Metal,0,1.4,1.12,
TXN004640,USR64557,11/27/2023,19:04:14,Purchase,Utilities,502.42,GBP,Successful,Bank Transfer,35-44,United Kingdom,London,Standard,0,7.54,6.03,0
TXN005312,USR49144,11/27/2023,3:22:05,Purchase,Shopping,835.54,USD,Successful,Bank Transfer,45-54,United States,Miami,Plus,0,8.36,6.69,4.18
TXN012253,USR68446,11/27/2023,16:09:40,Purchase,Food & Dining,173.33,EUR,Successful,Apple Pay,45-54,Italy,Naples,Premium,0,0.87,0.7,1.73
TXN009691,USR30787,11/27/2023,12:18:58,Purchase,Shopping,293.21,EUR,Successful,Apple Pay,45-54,France,Paris,Standard,0,4.4,3.52,0
TXN004705,USR75234,11/27/2023,13:12:54,Top-up,Food & Dining,1089.2,EUR,Successful,Card,18-24,Germany,Hamburg,Premium,0,5.45,4.36,10.89
TXN013164,USR23446,11/27/2023,18:04:43,Purchase,Food & Dining,1144.77,GBP,Successful,Card,35-44,United Kingdom,Glasgow,Premium,0,5.72,4.58,11.45
TXN001142,USR10046,11/27/2023,20:51:24,Purchase,Food & Dining,470.68,EUR,Successful,Bank Transfer,18-24,France,Lyon,Plus,0,4.71,3.77,2.35
TXN005069,USR57447,11/27/2023,13:39:08,Top-up,Food & Dining,1613.71,EUR,Successful,Bank Transfer,25-34,Spain,Valencia,Premium,0,8.07,6.46,16.14
TXN002381,USR77147,11/27/2023,22:07:38,Purchase,Travel,608.79,GBP,Successful,Card,25-34,United Kingdom,Liverpool,Plus,0,6.09,4.87,3.04
TXN012108,USR38221,11/27/2023,15:34:41,Top-up,Shopping,982.77,GBP,Successful,Google Pay,55+,United Kingdom,Liverpool,Standard,0,14.74,11.79,0
TXN005682,USR33580,11/27/2023,18:38:42,Withdrawal,Shopping,160.19,EUR,Failed,Google Pay,45-54,Germany,Hamburg,Standard,0,2.4,1.92,
TXN005174,USR42631,11/27/2023,1:44:19,Purchase,Healthcare,871.03,GBP,Successful,Google Pay,,United Kingdom,Liverpool,Premium,0,4.36,3.49,8.71
TXN008667,USR92665,11/27/2023,9:32:10,Withdrawal,Entertainment,631.27,EUR,Successful,Card,25-34,Spain,Seville,Plus,0,6.31,5.05,3.16
TXN007306,USR62757,11/27/2023,14:08:18,Purchase,Shopping,444.88,GBP,Successful,Apple Pay,18-24,United Kingdom,Liverpool,Standard,0,6.67,5.34,0
TXN003360,USR22098,11/27/2023,4:13:20,Transfer,Utilities,4923.67,GBP,Successful,Direct Debit,35-44,United Kingdom,Birmingham,Standard,1,73.86,59.09,0
TXN004038,USR68903,11/27/2023,18:35:08,Top-up,Healthcare,1128.15,USD,Successful,Card,35-44,United States,New York,Standard,0,16.92,13.54,0
TXN000782,USR41278,11/27/2023,7:41:31,Top-up,Transfer,23.99,USD,Successful,Card,18-24,United States,New York,Standard,0,0.36,0.29,0
TXN000180,USR10395,11/27/2023,18:23:36,Purchase,Travel,358.45,USD,Successful,Google Pay,35-44,United States,New York,Standard,1,5.38,4.3,0
TXN003262,USR50449,11/27/2023,19:27:05,Purchase,Food & Dining,125.98,USD,Reversed,Apple Pay,18-24,United States,New York,Standard,0,1.89,1.51,0
TXN000663,USR49855,11/27/2023,10:48:22,Refund,Travel,743.42,GBP,Successful,Bank Transfer,25-34,United Kingdom,London,Premium,0,3.72,2.98,7.43
TXN005878,USR72043,11/27/2023,12:29:26,Top-up,Entertainment,1649.97,EUR,Successful,Card,18-24,France,Paris,Plus,0,16.5,13.2,8.25
TXN000699,USR39559,11/27/2023,10:40:02,Transfer,Utilities,2205.49,EUR,Failed,Card,25-34,Germany,Berlin,Standard,0,33.08,26.46,0
TXN003615,USR38063,11/27/2023,17:39:36,Refund,Utilities,165.92,GBP,Successful,Card,35-44,United Kingdom,Glasgow,Premium,0,0.83,0.66,1.66
TXN011453,USR54186,11/27/2023,5:22:13,Purchase,Utilities,9.69,GBP,Failed,Bank Transfer,45-54,United Kingdom,London,Standard,0,0.15,0.12,
TXN006855,USR42728,11/27/2023,17:57:05,Withdrawal,Other,380.04,EUR,Successful,Bank Transfer,45-54,Italy,Milan,Standard,0,5.7,4.56,0
TXN014709,USR41496,11/28/2023,0:07:23,Purchase,Entertainment,781.09,GBP,Successful,Apple Pay,45-54,United Kingdom,Bristol,Standard,0,11.72,9.38,0
TXN006490,USR66814,11/28/2023,19:56:19,Purchase,Food & Dining,276.71,GBP,Successful,Bank Transfer,35-44,United Kingdom,Edinburgh,Premium,0,1.38,1.1,2.77
TXN008561,USR22218,11/28/2023,17:06:47,Purchase,Utilities,1279,GBP,Failed,Apple Pay,25-34,United Kingdom,Birmingham,Metal,0,2.56,2.05,0
TXN006478,USR19071,11/28/2023,17:45:37,Transfer,Food & Dining,896.37,GBP,Failed,Card,55+,United Kingdom,Manchester,Standard,0,13.45,10.76,
TXN010878,USR24334,11/28/2023,17:07:01,Purchase,Entertainment,1269.53,EUR,Successful,Bank Transfer,18-24,Italy,Florence,Metal,0,2.54,2.03,19.04
TXN011337,USR18450,11/28/2023,22:28:04,Purchase,Other,597.47,EUR,Successful,Apple Pay,25-34,Italy,Naples,Standard,0,8.96,7.17,0
TXN012431,USR48365,11/28/2023,16:47:38,Purchase,Utilities,791.68,EUR,Successful,Card,25-34,Germany,Frankfurt,Standard,0,11.88,9.5,0
TXN004929,USR63477,11/28/2023,9:55:39,Top-up,Healthcare,354.76,GBP,Successful,Google Pay,35-44,United Kingdom,Liverpool,Standard,0,5.32,4.26,0
TXN011614,USR52304,11/28/2023,5:03:42,Transfer,Utilities,2187.48,GBP,Successful,Card,18-24,United Kingdom,Edinburgh,Premium,0,10.94,8.75,21.87
TXN013943,USR18566,11/28/2023,8:45:26,Purchase,Shopping,124.76,EUR,Successful,Apple Pay,18-24,Italy,Rome,Plus,0,1.25,1,0.62
TXN004526,USR17478,11/28/2023,10:34:33,Refund,Entertainment,513.77,GBP,Reversed,,35-44,United Kingdom,London,Plus,0,5.14,4.11,0
TXN001027,USR21062,11/28/2023,20:31:27,Top-up,Utilities,2626.14,EUR,Successful,Direct Debit,25-34,Germany,Hamburg,Premium,0,13.13,10.5,26.26
TXN002091,USR33500,11/28/2023,17:44:27,Purchase,Utilities,784.66,GBP,Successful,Bank Transfer,18-24,United Kingdom,Glasgow,Metal,0,1.57,1.26,11.77
TXN005426,USR61851,11/28/2023,4:04:45,Withdrawal,Shopping,79.52,EUR,Successful,Card,35-44,Netherlands,Rotterdam,Plus,0,0.8,0.64,0.4
TXN004496,USR54260,11/28/2023,1:38:41,Refund,Shopping,256.59,GBP,Successful,Bank Transfer,35-44,United Kingdom,Liverpool,Standard,0,3.85,3.08,0
TXN010326,USR24097,11/28/2023,7:18:09,Purchase,Food & Dining,432.77,GBP,Successful,Bank Transfer,35-44,United Kingdom,Bristol,Premium,0,2.16,1.73,4.33
TXN012190,USR78274,11/28/2023,12:19:05,Transfer,Transfer,227.56,EUR,Successful,Card,18-24,Netherlands,Utrecht,Standard,0,3.41,2.73,0
TXN013554,USR90147,11/28/2023,8:33:53,Top-up,Food & Dining,1525.84,GBP,Failed,Card,55+,United Kingdom,Leeds,Standard,0,22.89,18.31,0
TXN007983,USR38647,11/28/2023,7:27:56,Purchase,Food & Dining,624.38,GBP,Successful,Direct Debit,45-54,United Kingdom,Birmingham,Standard,0,9.37,7.5,0
TXN002924,USR55745,11/28/2023,16:47:46,Refund,Travel,33.66,GBP,Successful,Card,45-54,United Kingdom,Leeds,Plus,0,0.34,0.27,0.17
TXN008663,USR76412,11/28/2023,8:52:18,Transfer,Food & Dining,2341.46,EUR,Successful,Card,18-24,Germany,Frankfurt,Standard,0,35.12,28.1,0
TXN000316,USR75521,11/28/2023,21:39:38,Purchase,Shopping,304.18,EUR,Successful,Card,35-44,Germany,Berlin,Plus,0,3.04,2.43,1.52
TXN004803,USR43330,11/28/2023,8:23:07,Purchase,Shopping,221.64,GBP,Successful,Apple Pay,25-34,United Kingdom,Birmingham,Standard,0,3.32,2.66,0
TXN013500,USR81557,11/28/2023,19:42:54,Purchase,Healthcare,197.19,EUR,Successful,Google Pay,35-44,Italy,Florence,Standard,0,2.96,2.37,0
TXN000189,USR21413,11/28/2023,11:12:29,Purchase,Travel,61.34,GBP,Successful,Google Pay,25-34,United Kingdom,London,Plus,0,0.61,0.49,0.31
TXN006987,USR29082,11/28/2023,13:18:07,Purchase,Travel,523.64,EUR,Successful,Card,35-44,Italy,Florence,Metal,0,1.05,0.84,7.85
TXN002328,USR53340,11/29/2023,8:14:39,Purchase,Travel,289.35,EUR,Successful,Bank Transfer,35-44,Spain,Seville,Standard,0,4.34,3.47,0
TXN014038,USR38220,11/29/2023,7:27:12,Withdrawal,Transfer,424.06,EUR,Successful,Bank Transfer,35-44,Spain,Barcelona,Standard,0,6.36,5.09,0
TXN009517,USR54385,11/29/2023,7:39:02,Purchase,Entertainment,678.81,EUR,Successful,Bank Transfer,25-34,Italy,Milan,Standard,0,10.18,8.14,0
TXN006372,USR13324,11/29/2023,9:30:35,Withdrawal,Food & Dining,332.82,EUR,Successful,Apple Pay,35-44,Germany,Munich,Standard,0,4.99,3.99,0
TXN004920,USR35340,11/29/2023,7:27:24,Top-up,Travel,54.32,EUR,Successful,Card,45-54,Spain,Barcelona,Standard,0,0.81,0.65,0
TXN009161,USR57124,11/29/2023,11:02:55,Purchase,Travel,729.82,EUR,Successful,Card,35-44,France,Bordeaux,Plus,0,7.3,5.84,3.65
TXN003901,USR44522,11/29/2023,13:18:25,Purchase,Healthcare,649.59,GBP,Successful,Bank Transfer,55+,United Kingdom,London,Metal,0,1.3,1.04,9.74
TXN002666,USR76402,11/29/2023,1:46:45,Transfer,Shopping,2592.47,GBP,Successful,Card,25-34,United Kingdom,London,Metal,0,5.18,4.14,38.89
TXN004946,USR27474,11/29/2023,8:29:36,Top-up,Healthcare,1310.8,EUR,Successful,Bank Transfer,25-34,Spain,Barcelona,Standard,0,19.66,15.73,0
TXN010505,USR66267,11/29/2023,16:03:44,Top-up,Transfer,576.97,EUR,Successful,Bank Transfer,35-44,France,Paris,Premium,0,2.88,2.3,5.77
TXN004746,USR63504,11/29/2023,18:33:47,Top-up,Food & Dining,2659.16,EUR,Successful,Card,25-34,Spain,Seville,Metal,0,5.32,4.26,39.89
TXN000323,USR98760,11/29/2023,7:37:42,Purchase,Utilities,555.35,USD,Successful,Card,18-24,United States,Los Angeles,Metal,0,1.11,0.89,8.33
TXN004525,USR39716,11/29/2023,16:16:28,Transfer,Travel,8342.15,USD,Successful,Card,35-44,United States,Miami,Metal,0,16.68,13.34,125.13
TXN011335,USR85324,11/29/2023,0:22:42,Withdrawal,Healthcare,370.49,GBP,Successful,Card,25-34,United Kingdom,London,Standard,0,5.56,4.45,0
TXN014599,USR39500,11/30/2023,2:39:27,Withdrawal,,622.4,GBP,Failed,Google Pay,35-44,United Kingdom,Leeds,Premium,0,3.11,2.49,0
TXN003695,USR60800,11/30/2023,8:59:35,Purchase,Other,328.26,EUR,Successful,Google Pay,18-24,France,Lyon,Premium,0,1.64,1.31,3.28
TXN005938,USR66959,11/30/2023,20:13:38,Top-up,Entertainment,549.79,EUR,Successful,Card,25-34,Netherlands,Rotterdam,Standard,0,8.25,6.6,0
TXN001191,USR63627,11/30/2023,15:26:59,Purchase,Entertainment,692.87,USD,Successful,Apple Pay,35-44,United States,New York,Premium,0,3.46,2.77,6.93
TXN003138,USR34108,11/30/2023,0:16:44,Refund,Food & Dining,160.16,EUR,Successful,,55+,Germany,Hamburg,Standard,1,2.4,1.92,0
TXN005856,USR54260,11/30/2023,7:42:15,Transfer,Transfer,2434.05,GBP,Successful,Bank Transfer,35-44,United Kingdom,Liverpool,Standard,0,36.51,29.21,0
TXN005754,USR88333,11/30/2023,18:11:07,Transfer,Travel,4077.67,EUR,Failed,Card,35-44,Netherlands,Rotterdam,Standard,0,61.17,48.94,0
TXN012148,USR49608,11/30/2023,22:39:18,Withdrawal,Entertainment,528.63,EUR,Successful,Bank Transfer,35-44,Germany,Berlin,Plus,0,5.29,4.23,2.64
TXN013731,USR15486,11/30/2023,8:50:50,Purchase,Utilities,300.04,GBP,Successful,Card,18-24,United Kingdom,London,Plus,0,3,2.4,1.5
TXN004448,USR59185,11/30/2023,18:50:05,Purchase,Entertainment,418.53,EUR,Successful,Card,45-54,Netherlands,Amsterdam,Standard,0,6.28,5.02,0
TXN006247,USR83706,11/30/2023,4:51:55,Purchase,Shopping,238.81,EUR,Successful,Apple Pay,25-34,Netherlands,Utrecht,Standard,0,3.58,2.86,0
TXN013792,USR88861,11/30/2023,8:14:26,Purchase,Other,114.85,GBP,Successful,Card,25-34,United Kingdom,London,Standard,0,1.72,1.38,0
TXN009025,USR25906,11/30/2023,20:26:17,Purchase,Transfer,101.25,EUR,Reversed,Card,25-34,Spain,Valencia,Standard,0,1.52,1.22,0
TXN014323,USR79964,11/30/2023,4:43:46,Purchase,Travel,742.4,EUR,Successful,Card,25-34,Italy,Naples,Plus,0,7.42,5.94,3.71
TXN012282,USR15235,11/30/2023,23:02:43,Withdrawal,Utilities,878.09,GBP,Successful,Apple Pay,18-24,United Kingdom,Edinburgh,Standard,0,13.17,10.54,0
TXN002354,USR46913,11/30/2023,14:46:47,Refund,Shopping,161.45,GBP,Successful,Direct Debit,25-34,United Kingdom,Leeds,Standard,0,2.42,1.94,0
TXN010092,USR39133,11/30/2023,15:40:19,Purchase,Travel,286.31,EUR,Reversed,Card,25-34,Germany,Frankfurt,Metal,1,0.57,0.46,
TXN002784,USR49013,11/30/2023,21:10:35,Purchase,Food & Dining,179.71,GBP,Successful,Bank Transfer,,United Kingdom,Liverpool,Standard,0,2.7,2.16,0
TXN014727,USR37180,11/30/2023,19:12:30,Transfer,Entertainment,3676.69,USD,Successful,Apple Pay,25-34,United States,Miami,Standard,0,55.15,44.12,0
TXN011107,USR60133,11/30/2023,16:11:21,Top-up,Transfer,1221.43,USD,Successful,Bank Transfer,18-24,United States,New York,Plus,0,12.21,9.77,6.11
TXN014243,USR32734,11/30/2023,9:54:06,Purchase,Shopping,30.52,GBP,Successful,Google Pay,25-34,United Kingdom,Leeds,Premium,0,0.15,0.12,0.31
TXN013186,USR73538,11/30/2023,22:03:38,Purchase,Food & Dining,365.06,EUR,Failed,Apple Pay,25-34,Italy,Florence,Plus,0,3.65,2.92,0
TXN000519,USR30863,11/30/2023,8:11:12,Purchase,Food & Dining,661.28,EUR,Successful,Google Pay,25-34,Germany,Frankfurt,Standard,0,9.92,7.94,0
TXN013795,USR75799,11/30/2023,18:59:02,Purchase,Shopping,127.83,EUR,Successful,Bank Transfer,25-34,Italy,Rome,Standard,0,1.92,1.54,0
TXN001744,USR99144,11/30/2023,17:28:42,Purchase,Healthcare,1465.86,EUR,Reversed,Apple Pay,25-34,Spain,Valencia,Metal,0,2.93,2.34,0
TXN013700,USR86831,11/30/2023,4:26:10,Withdrawal,Healthcare,730.81,EUR,Successful,Card,35-44,France,Bordeaux,Standard,0,10.96,8.77,0
TXN003327,USR55783,11/30/2023,23:51:25,Purchase,Shopping,717.97,GBP,Successful,Card,25-34,United Kingdom,Birmingham,Standard,0,10.77,8.62,0
TXN004064,USR47811,11/30/2023,3:28:38,Purchase,Travel,192.27,GBP,Successful,Google Pay,55+,United Kingdom,Glasgow,Standard,1,2.88,2.3,0
TXN003152,USR18444,11/30/2023,18:43:08,Purchase,Healthcare,322.13,USD,Failed,Bank Transfer,35-44,United States,Miami,Standard,0,4.83,3.86,0
TXN000395,USR62412,11/30/2023,22:17:34,Purchase,Shopping,539.96,EUR,Reversed,Bank Transfer,25-34,Spain,Seville,Premium,0,2.7,2.16,0
TXN013172,USR70091,12/1/2023,16:49:02,Purchase,Entertainment,87.89,EUR,Successful,Card,55+,Italy,Naples,Plus,0,0.88,0.7,0.44
TXN009829,USR13670,12/1/2023,8:35:13,Purchase,Utilities,248.31,GBP,Failed,Apple Pay,45-54,United Kingdom,Liverpool,Standard,1,3.72,2.98,0
TXN012049,USR64758,12/1/2023,23:06:49,Top-up,Entertainment,1406.83,EUR,Successful,Bank Transfer,55+,Italy,Milan,Metal,0,2.81,2.25,21.1
TXN008587,USR72539,12/1/2023,0:48:02,Refund,Shopping,140.37,EUR,Successful,Card,35-44,Spain,Madrid,Standard,0,2.11,1.69,0
TXN003734,USR34251,12/1/2023,14:12:34,Purchase,Food & Dining,440.14,EUR,Reversed,Bank Transfer,45-54,Italy,Rome,Standard,0,6.6,5.28,0
TXN000046,USR92459,12/1/2023,16:58:25,Transfer,Transfer,2734.12,USD,Successful,Bank Transfer,55+,United States,Los Angeles,Standard,0,41.01,32.81,0
TXN013488,USR53425,12/1/2023,19:36:46,Top-up,Other,1147.59,GBP,Successful,Card,45-54,United Kingdom,Bristol,Plus,0,11.48,9.18,5.74
TXN003239,USR27305,12/1/2023,17:44:17,Refund,Shopping,81.09,GBP,Successful,Card,25-34,United Kingdom,Liverpool,Metal,0,0.16,0.13,1.22
TXN011802,USR21727,12/1/2023,20:32:35,Purchase,Shopping,566.84,EUR,Successful,Card,45-54,Germany,Frankfurt,Plus,0,5.67,4.54,2.83
TXN000234,USR80010,12/1/2023,9:54:33,Purchase,Travel,681.95,EUR,Successful,Card,35-44,Spain,Madrid,Plus,0,6.82,5.46,3.41
TXN002581,USR17708,12/1/2023,17:56:35,Purchase,Transfer,445.15,USD,Reversed,Google Pay,55+,United States,Miami,Standard,0,6.68,5.34,0
TXN001702,USR19225,12/1/2023,0:18:08,Purchase,Entertainment,511.37,GBP,Successful,Apple Pay,45-54,United Kingdom,Bristol,Plus,0,5.11,4.09,2.56
TXN004697,USR97921,12/1/2023,22:01:33,Transfer,Healthcare,2028.77,EUR,Successful,Card,55+,Italy,,Metal,0,4.06,3.25,30.43
TXN003517,USR10221,12/2/2023,3:44:56,Refund,Shopping,321.16,EUR,Successful,Apple Pay,,Germany,Hamburg,Standard,0,4.82,3.86,0
TXN002123,USR41147,12/2/2023,19:58:10,Purchase,Entertainment,127.83,EUR,Successful,Apple Pay,25-34,Spain,Valencia,Standard,0,1.92,1.54,0
TXN005451,USR92958,12/2/2023,12:05:23,Purchase,Transfer,309.82,GBP,Reversed,Card,25-34,United Kingdom,Manchester,Standard,0,4.65,3.72,0
TXN014173,USR60930,12/2/2023,21:17:26,Purchase,Shopping,682.17,EUR,Successful,Bank Transfer,35-44,Netherlands,Utrecht,Standard,0,10.23,8.18,0
TXN010899,USR46671,12/2/2023,7:44:45,Purchase,Travel,1536.48,EUR,Successful,Google Pay,45-54,Spain,Seville,Metal,0,3.07,2.46,23.05
TXN000697,USR94570,12/2/2023,12:39:26,Refund,Utilities,432.79,GBP,Reversed,Card,25-34,United Kingdom,Birmingham,Standard,0,6.49,5.19,
TXN002178,USR81568,12/2/2023,14:19:00,Top-up,Utilities,1170.59,EUR,Successful,Bank Transfer,25-34,Italy,Naples,Premium,0,5.85,4.68,11.71
TXN008136,USR51963,12/2/2023,16:06:36,Purchase,Food & Dining,738.46,GBP,Reversed,Card,25-34,United Kingdom,Edinburgh,Standard,0,11.08,8.86,0
TXN014700,USR60133,12/2/2023,11:35:25,Transfer,,192.98,USD,Successful,Apple Pay,18-24,United States,New York,Plus,0,1.93,1.54,0.96
TXN011427,USR39079,12/2/2023,0:12:37,Transfer,Entertainment,789.71,USD,Successful,Card,35-44,United States,Los Angeles,Standard,0,11.85,9.48,0
TXN004269,USR10395,12/2/2023,23:57:10,Withdrawal,Food & Dining,600.5,USD,Failed,Apple Pay,35-44,United States,New York,Standard,0,9.01,7.21,0
TXN010765,USR51976,12/2/2023,7:30:22,Purchase,Transfer,374.47,USD,Successful,Apple Pay,18-24,United States,Los Angeles,Premium,0,1.87,1.5,3.74
TXN014344,USR19869,12/2/2023,17:15:13,Top-up,Transfer,2097.73,GBP,Successful,Bank Transfer,18-24,United Kingdom,Edinburgh,Premium,0,10.49,8.39,20.98
TXN001032,USR51958,12/2/2023,12:03:12,Top-up,Food & Dining,926.05,EUR,Successful,Bank Transfer,25-34,France,Lyon,Premium,0,4.63,3.7,9.26
TXN000524,USR90584,12/2/2023,20:06:32,Transfer,Food & Dining,441.85,GBP,Successful,,25-34,United Kingdom,Birmingham,Standard,0,6.63,5.3,0
TXN014367,USR27982,12/2/2023,15:03:10,Purchase,Healthcare,749.22,EUR,Successful,Apple Pay,25-34,Spain,Valencia,Plus,0,7.49,5.99,3.75
TXN005818,USR56976,12/2/2023,7:09:35,Withdrawal,Shopping,1771.77,GBP,Successful,Apple Pay,25-34,United Kingdom,Liverpool,Metal,0,3.54,2.83,26.58
TXN003711,USR37531,12/2/2023,13:23:55,Refund,Transfer,640.22,EUR,Successful,Apple Pay,45-54,France,Marseille,Premium,0,3.2,2.56,6.4
TXN006993,USR68707,12/2/2023,4:43:22,Purchase,Food & Dining,495.61,EUR,Successful,Apple Pay,35-44,France,Lyon,Standard,0,7.43,5.94,0
TXN010041,USR62450,12/2/2023,11:24:13,Purchase,Food & Dining,784.66,EUR,Successful,Card,35-44,Spain,Valencia,Standard,0,11.77,9.42,0
TXN007630,USR93020,12/2/2023,18:56:09,Transfer,Shopping,2254.31,EUR,Successful,Bank Transfer,35-44,France,Paris,Standard,0,33.81,27.05,0
TXN005071,USR17322,12/2/2023,20:14:57,Purchase,Healthcare,377.39,EUR,Successful,Apple Pay,35-44,Italy,Milan,Standard,0,5.66,4.53,0
TXN005327,USR88554,12/2/2023,22:39:06,Purchase,Shopping,521.95,EUR,Successful,Bank Transfer,18-24,Germany,Hamburg,Standard,0,7.83,6.26,0
TXN010951,USR14804,12/2/2023,15:37:53,Top-up,Travel,2273,USD,Successful,Bank Transfer,35-44,United States,Miami,Premium,1,11.37,9.1,22.73
TXN010138,USR29289,12/2/2023,22:20:50,Purchase,,863.67,GBP,Successful,Card,25-34,United Kingdom,Liverpool,Premium,0,4.32,3.46,8.64
TXN005057,USR14471,12/2/2023,9:22:12,Transfer,Shopping,3150.83,USD,Successful,Google Pay,45-54,United States,Los Angeles,Standard,1,47.26,37.81,0
