transaction_id,user_id,transaction_date,transaction_time,transaction_type,transaction_category,amount,currency,transaction_status,payment_method,age_group,country,city,subscription_plan,fraud_flag,transaction_fee,revenue_generated,cashback_amount,year,month,month_name,day_of_week,hour
TXN005341,USR26206,2023-12-12,21:59:08,Purchase,Entertainment,190.45,EUR,Reversed,Card,45-54,Germany,Munich,Standard,0,2.86,2.29,0.0,2023,12,December,Tuesday,21
TXN002791,USR84890,2023-12-12,18:54:44,Transfer,Utilities,2112.93,GBP,Successful,Card,18-24,United Kingdom,Bristol,Standard,0,31.69,25.35,0.0,2023,12,December,Tuesday,18
TXN013269,USR11620,2023-12-12,9:24:12,Top-up,Shopping,1175.45,GBP,Successful,Card,35-44,United Kingdom,Manchester,Standard,1,17.63,14.1,0.0,2023,12,December,Tuesday,9
TXN012486,USR74117,2023-12-12,16:31:10,Transfer,Shopping,7394.29,EUR,Failed,Bank Transfer,35-44,Spain,Barcelona,Premium,0,36.97,29.58,0.0,2023,12,December,Tuesday,16
TXN008039,USR15486,2023-12-12,17:23:38,Top-up,Shopping,278.19,GBP,Successful,Bank Transfer,18-24,United Kingdom,London,Plus,0,2.78,2.22,1.39,2023,12,December,Tuesday,17
TXN002749,USR45940,2023-12-12,0:33:20,Transfer,Healthcare,8019.6,GBP,Successful,Card,18-24,United Kingdom,Birmingham,Metal,0,16.04,12.83,120.29,2023,12,December,Tuesday,0
TXN005306,USR33582,2023-12-12,19:52:30,Purchase,Healthcare,437.46,EUR,Successful,Google Pay,25-34,Germany,Munich,Plus,0,4.37,3.5,2.19,2023,12,December,Tuesday,19
TXN014280,USR43640,2023-12-12,9:39:08,Transfer,Travel,1904.06,GBP,Successful,Google Pay,35-44,United Kingdom,Leeds,Plus,0,19.04,15.23,9.52,2023,12,December,Tuesday,9
TXN005908,USR49599,2023-12-12,5:19:16,Purchase,Other,196.32,EUR,Successful,Google Pay,18-24,Netherlands,Utrecht,Standard,0,2.94,2.35,0.0,2023,12,December,Tuesday,5
TXN007742,USR84959,2023-12-12,20:23:04,Top-up,Utilities,3128.78,EUR,Successful,Bank Transfer,25-34,Italy,Naples,Metal,0,6.26,5.01,46.93,2023,12,December,Tuesday,20
TXN014531,USR78066,2023-12-12,15:01:12,Refund,Food & Dining,16.94,EUR,Successful,Card,35-44,Italy,Naples,Standard,0,0.25,0.2,0.0,2023,12,December,Tuesday,15
TXN001383,USR57069,2023-12-12,17:25:06,Purchase,Entertainment,519.14,EUR,Failed,Bank Transfer,25-34,Netherlands,Utrecht,Premium,0,2.6,2.08,0.0,2023,12,December,Tuesday,17
TXN008113,USR74431,2023-12-12,16:59:47,Purchase,Shopping,648.55,EUR,Successful,Apple Pay,Unknown,Germany,Berlin,Standard,0,9.73,7.78,0.0,2023,12,December,Tuesday,16
TXN003107,USR12715,2023-12-12,16:01:24,Purchase,Utilities,926.15,GBP,Failed,Card,25-34,United Kingdom,Birmingham,Premium,0,4.63,3.7,0.0,2023,12,December,Tuesday,16
TXN013422,USR12727,2023-12-12,12:04:31,Transfer,Entertainment,246.48,GBP,Successful,Bank Transfer,18-24,United Kingdom,Edinburgh,Standard,0,3.7,2.96,0.0,2023,12,December,Tuesday,12
TXN011997,USR55215,2023-12-12,8:03:03,Purchase,Food & Dining,761.18,GBP,Successful,Card,25-34,United Kingdom,Glasgow,Standard,0,11.42,9.14,0.0,2023,12,December,Tuesday,8
TXN009456,USR90203,2023-12-12,13:05:31,Withdrawal,Food & Dining,836.75,GBP,Successful,Bank Transfer,25-34,United Kingdom,Liverpool,Metal,0,1.67,1.34,12.55,2023,12,December,Tuesday,13
TXN013697,USR76469,2023-12-12,19:49:51,Top-up,Entertainment,1709.64,EUR,Successful,Card,25-34,Germany,Berlin,Plus,0,17.1,13.68,8.55,2023,12,December,Tuesday,19
TXN006821,USR33351,2023-12-12,7:23:57,Top-up,Shopping,941.06,EUR,Failed,Bank Transfer,35-44,Germany,Berlin,Standard,0,14.12,11.3,0.0,2023,12,December,Tuesday,7
TXN012779,USR36485,2023-12-12,22:43:01,Top-up,Utilities,1907.95,GBP,Successful,Apple Pay,45-54,United Kingdom,Bristol,Plus,0,19.08,15.26,9.54,2023,12,December,Tuesday,22
TXN000994,USR42835,2023-12-12,18:39:02,Transfer,Shopping,3311.39,GBP,Successful,Apple Pay,35-44,United Kingdom,Bristol,Standard,0,49.67,39.74,0.0,2023,12,December,Tuesday,18
TXN004927,USR10803,2023-12-12,16:17:47,Purchase,Shopping,253.18,GBP,Successful,Card,18-24,United Kingdom,Bristol,Plus,0,2.53,2.02,1.27,2023,12,December,Tuesday,16
TXN012736,USR52854,2023-12-12,12:32:04,Purchase,Shopping,798.27,GBP,Successful,Bank Transfer,18-24,United Kingdom,Birmingham,Standard,0,11.97,9.58,0.0,2023,12,December,Tuesday,12
TXN002459,USR49608,2023-12-12,2:26:08,Purchase,Shopping,33.77,EUR,Successful,Card,35-44,Germany,Berlin,Plus,0,0.34,0.27,0.17,2023,12,December,Tuesday,2
TXN002499,USR50642,2023-12-13,16:15:17,Refund,Shopping,240.31,GBP,Successful,Apple Pay,25-34,United Kingdom,Leeds,Premium,0,1.2,0.96,2.4,2023,12,December,Wednesday,16
TXN013396,USR28607,2023-12-13,11:00:08,Purchase,Travel,770.77,EUR,Successful,Card,18-24,France,Paris,Standard,0,11.56,9.25,0.0,2023,12,December,Wednesday,11
TXN012979,USR84560,2023-12-13,15:39:02,Withdrawal,Food & Dining,927.44,GBP,Successful,Bank Transfer,35-44,United Kingdom,Liverpool,Standard,0,13.91,11.13,0.0,2023,12,December,Wednesday,15
TXN013235,USR22772,2023-12-13,8:47:07,Top-up,Transfer,458.12,USD,Reversed,Bank Transfer,18-24,United States,Miami,Plus,0,4.58,3.66,0.0,2023,12,December,Wednesday,8
TXN005785,USR42124,2023-12-13,15:54:23,Purchase,Food & Dining,242.08,USD,Successful,Apple Pay,25-34,United States,Los Angeles,Plus,0,2.42,1.94,1.21,2023,12,December,Wednesday,15
TXN005868,USR49373,2023-12-13,17:54:05,Withdrawal,Food & Dining,575.49,EUR,Successful,Card,18-24,France,Paris,Metal,0,1.15,0.92,8.63,2023,12,December,Wednesday,17
TXN002405,USR31771,2023-12-13,16:30:09,Purchase,Food & Dining,496.13,EUR,Successful,Apple Pay,35-44,Spain,Barcelona,Standard,0,7.44,5.95,0.0,2023,12,December,Wednesday,16
TXN003367,USR53610,2023-12-13,5:13:58,Transfer,Shopping,4722.29,EUR,Successful,Apple Pay,35-44,Netherlands,Rotterdam,Plus,0,47.22,37.78,23.61,2023,12,December,Wednesday,5
TXN003505,USR87353,2023-12-13,8:47:59,Refund,Travel,416.84,GBP,Successful,Card,25-34,United Kingdom,London,Standard,0,6.25,5.0,0.0,2023,12,December,Wednesday,8
TXN001932,USR57371,2023-12-13,22:00:37,Purchase,Utilities,244.32,EUR,Successful,Bank Transfer,35-44,Spain,Barcelona,Standard,0,3.66,2.93,0.0,2023,12,December,Wednesday,22
TXN008930,USR21247,2023-12-13,1:07:57,Purchase,Travel,74.13,GBP,Successful,Card,18-24,United Kingdom,Edinburgh,Standard,0,1.11,0.89,0.0,2023,12,December,Wednesday,1
TXN006597,USR13008,2023-12-13,5:35:29,Purchase,Travel,812.43,GBP,Successful,Google Pay,35-44,United Kingdom,Edinburgh,Premium,0,4.06,3.25,8.12,2023,12,December,Wednesday,5
TXN012830,USR57216,2023-12-13,0:00:15,Transfer,Healthcare,1254.38,USD,Successful,Card,18-24,United States,Los Angeles,Standard,0,18.82,15.06,0.0,2023,12,December,Wednesday,0
TXN000654,USR22004,2023-12-14,8:01:00,Transfer,Food & Dining,2257.65,EUR,Successful,Direct Debit,18-24,Spain,Madrid,Standard,0,33.86,27.09,0.0,2023,12,December,Thursday,8
TXN002204,USR64875,2023-12-14,4:55:56,Refund,Utilities,512.23,EUR,Failed,Bank Transfer,55+,Germany,Hamburg,Plus,0,5.12,4.1,0.0,2023,12,December,Thursday,4
TXN006910,USR29073,2023-12-14,5:42:53,Purchase,Travel,436.11,EUR,Successful,Card,35-44,France,Paris,Standard,0,6.54,5.23,0.0,2023,12,December,Thursday,5
TXN001991,USR64645,2023-12-14,20:15:37,Purchase,Utilities,715.69,EUR,Successful,Card,35-44,Netherlands,Rotterdam,Plus,0,7.16,5.73,3.58,2023,12,December,Thursday,20
TXN009233,USR56803,2023-12-14,7:33:31,Purchase,Food & Dining,746.9,EUR,Successful,Card,25-34,France,Lyon,Standard,0,11.2,8.96,0.0,2023,12,December,Thursday,7
TXN002566,USR96193,2023-12-14,19:55:34,Purchase,Shopping,705.81,USD,Successful,Card,35-44,United States,New York,Standard,0,10.59,8.47,0.0,2023,12,December,Thursday,19
TXN009762,USR82459,2023-12-14,12:53:15,Purchase,Food & Dining,126.17,GBP,Successful,Bank Transfer,18-24,United Kingdom,Unknown,Standard,0,1.89,1.51,0.0,2023,12,December,Thursday,12
TXN005049,USR27536,2023-12-14,18:11:17,Transfer,Entertainment,445.84,GBP,Successful,Bank Transfer,25-34,United Kingdom,Edinburgh,Standard,0,6.69,5.35,0.0,2023,12,December,Thursday,18
TXN004616,USR94912,2023-12-14,19:32:45,Purchase,Shopping,121.73,EUR,Successful,Apple Pay,35-44,Germany,Hamburg,Standard,0,1.83,1.46,0.0,2023,12,December,Thursday,19
TXN008288,USR67923,2023-12-14,22:26:24,Withdrawal,Healthcare,379.56,EUR,Successful,Google Pay,18-24,Spain,Barcelona,Standard,0,5.69,4.55,0.0,2023,12,December,Thursday,22
TXN010426,USR27447,2023-12-15,19:58:33,Purchase,Other,332.27,EUR,Successful,Bank Transfer,35-44,France,Marseille,Standard,0,4.98,3.98,0.0,2023,12,December,Friday,19
TXN012821,USR21701,2023-12-15,13:01:42,Withdrawal,Healthcare,380.21,GBP,Successful,Apple Pay,18-24,United Kingdom,Liverpool,Standard,0,5.7,4.56,0.0,2023,12,December,Friday,13
TXN014810,USR37125,2023-12-15,7:21:17,Top-up,Other,382.5,EUR,Successful,Google Pay,18-24,Germany,Frankfurt,Standard,0,5.74,4.59,0.0,2023,12,December,Friday,7
TXN009151,USR80439,2023-12-15,12:12:17,Purchase,Food & Dining,806.95,GBP,Successful,Bank Transfer,25-34,United Kingdom,Bristol,Metal,0,1.61,1.29,12.1,2023,12,December,Friday,12
TXN006553,USR74175,2023-12-15,16:27:53,Transfer,Food & Dining,5242.27,EUR,Successful,Card,18-24,Spain,Seville,Plus,1,52.42,41.94,26.21,2023,12,December,Friday,16
TXN001017,USR74054,2023-12-15,8:35:32,Withdrawal,Food & Dining,344.23,EUR,Successful,Apple Pay,18-24,Germany,Frankfurt,Plus,0,3.44,2.75,1.72,2023,12,December,Friday,8
TXN001205,USR64230,2023-12-15,14:37:58,Purchase,Shopping,750.45,GBP,Failed,Google Pay,18-24,United Kingdom,Manchester,Standard,0,11.26,9.01,0.0,2023,12,December,Friday,14
TXN008592,USR39079,2023-12-15,17:24:11,Purchase,Other,620.1,USD,Successful,Card,35-44,United States,Los Angeles,Standard,0,9.3,7.44,0.0,2023,12,December,Friday,17
TXN008457,USR10609,2023-12-15,17:58:51,Transfer,Shopping,6374.78,EUR,Failed,Card,25-34,Netherlands,Rotterdam,Metal,0,12.75,10.2,0.0,2023,12,December,Friday,17
TXN006180,USR23238,2023-12-15,11:01:14,Purchase,Food & Dining,1437.38,GBP,Successful,Card,25-34,United Kingdom,Bristol,Metal,0,2.87,2.3,21.56,2023,12,December,Friday,11
TXN010393,USR23125,2023-12-15,16:06:02,Purchase,Food & Dining,586.49,EUR,Successful,Apple Pay,35-44,Netherlands,Utrecht,Standard,0,8.8,7.04,0.0,2023,12,December,Friday,16
TXN006044,USR85255,2023-12-15,7:37:02,Top-up,Food & Dining,1907.31,GBP,Successful,Card,35-44,United Kingdom,Manchester,Metal,0,3.81,3.05,28.61,2023,12,December,Friday,7
TXN005691,USR30181,2023-12-15,17:46:03,Purchase,Shopping,1172.25,EUR,Successful,Card,25-34,Italy,Naples,Metal,0,2.34,1.87,17.58,2023,12,December,Friday,17
TXN006052,USR54725,2023-12-15,7:55:39,Top-up,Shopping,965.56,GBP,Successful,Bank Transfer,18-24,United Kingdom,Edinburgh,Standard,0,14.48,11.58,0.0,2023,12,December,Friday,7
TXN013931,USR23224,2023-12-15,11:32:06,Purchase,Entertainment,461.05,EUR,Successful,Card,35-44,Italy,Rome,Standard,0,6.92,5.54,0.0,2023,12,December,Friday,11
TXN000911,USR41061,2023-12-15,16:04:41,Transfer,Healthcare,190.28,GBP,Successful,Bank Transfer,25-34,United Kingdom,Glasgow,Standard,0,2.85,2.28,0.0,2023,12,December,Friday,16
TXN008802,USR32989,2023-12-15,6:39:03,Top-up,Healthcare,862.14,EUR,Failed,Bank Transfer,25-34,Germany,Munich,Plus,0,8.62,6.9,0.0,2023,12,December,Friday,6
TXN008234,USR86139,2023-12-16,20:08:07,Withdrawal,Utilities,270.11,EUR,Successful,Apple Pay,25-34,France,Bordeaux,Standard,0,4.05,3.24,0.0,2023,12,December,Saturday,20
TXN014080,USR28004,2023-12-16,19:05:27,Transfer,Travel,3380.28,GBP,Successful,Apple Pay,55+,United Kingdom,Bristol,Standard,0,50.7,40.56,0.0,2023,12,December,Saturday,19
TXN012503,USR51178,2023-12-16,13:27:54,Purchase,Healthcare,224.5,GBP,Successful,Bank Transfer,Unknown,United Kingdom,Bristol,Metal,0,0.45,0.36,3.37,2023,12,December,Saturday,13
TXN001599,USR12572,2023-12-16,16:35:42,Transfer,Utilities,9964.46,EUR,Successful,Google Pay,45-54,Italy,Naples,Metal,0,19.93,15.94,149.47,2023,12,December,Saturday,16
TXN011546,USR39716,2023-12-16,15:40:19,Purchase,Entertainment,1203.33,USD,Successful,Card,35-44,United States,Miami,Metal,0,2.41,1.93,18.05,2023,12,December,Saturday,15
TXN004618,USR17330,2023-12-16,16:05:25,Transfer,Shopping,941.25,GBP,Failed,Bank Transfer,25-34,United Kingdom,Liverpool,Standard,0,14.12,11.3,0.0,2023,12,December,Saturday,16
TXN004884,USR73040,2023-12-16,11:19:51,Purchase,Uncategorised,832.15,USD,Failed,Card,25-34,United States,Miami,Plus,0,8.32,6.66,0.0,2023,12,December,Saturday,11
TXN000457,USR92045,2023-12-16,11:09:24,Refund,Entertainment,381.69,GBP,Successful,Bank Transfer,45-54,United Kingdom,Bristol,Standard,0,5.73,4.58,0.0,2023,12,December,Saturday,11
TXN009355,USR70850,2023-12-16,7:11:18,Purchase,Travel,367.43,EUR,Successful,Apple Pay,18-24,Netherlands,Amsterdam,Standard,0,5.51,4.41,0.0,2023,12,December,Saturday,7
TXN014455,USR84560,2023-12-16,10:24:18,Purchase,Shopping,671.32,GBP,Successful,Card,35-44,United Kingdom,Liverpool,Standard,0,10.07,8.06,0.0,2023,12,December,Saturday,10
TXN007217,USR94985,2023-12-16,19:21:06,Transfer,Travel,4046.46,GBP,Successful,Apple Pay,Unknown,United Kingdom,Birmingham,Standard,0,60.7,48.56,0.0,2023,12,December,Saturday,19
TXN002150,USR96424,2023-12-16,19:05:07,Transfer,Utilities,764.72,EUR,Reversed,Google Pay,25-34,Germany,Munich,Standard,0,11.47,9.18,0.0,2023,12,December,Saturday,19
TXN002904,USR62709,2023-12-16,11:55:56,Purchase,Travel,169.72,GBP,Successful,Apple Pay,35-44,United Kingdom,Edinburgh,Standard,0,2.55,2.04,0.0,2023,12,December,Saturday,11
TXN003836,USR56976,2023-12-16,17:53:06,Transfer,Shopping,9157.84,GBP,Successful,Card,25-34,United Kingdom,Liverpool,Metal,0,18.32,14.66,137.37,2023,12,December,Saturday,17
TXN003756,USR25118,2023-12-16,17:59:48,Purchase,Other,564.45,GBP,Successful,Apple Pay,35-44,United Kingdom,Glasgow,Metal,0,1.13,0.9,8.47,2023,12,December,Saturday,17
TXN003766,USR14298,2023-12-16,12:36:29,Purchase,Food & Dining,439.46,USD,Successful,Card,35-44,United States,Miami,Standard,0,6.59,5.27,0.0,2023,12,December,Saturday,12
TXN007014,USR49132,2023-12-16,7:37:06,Purchase,Healthcare,165.26,USD,Successful,Card,45-54,United States,Chicago,Premium,0,0.83,0.66,1.65,2023,12,December,Saturday,7
TXN003791,USR96529,2023-12-16,17:15:07,Purchase,Food & Dining,676.78,EUR,Failed,Card,18-24,Germany,Frankfurt,Standard,0,10.15,8.12,0.0,2023,12,December,Saturday,17
TXN002175,USR86015,2023-12-16,8:27:57,Transfer,Shopping,7465.18,USD,Successful,Apple Pay,35-44,United States,Miami,Metal,0,14.93,11.94,111.98,2023,12,December,Saturday,8
TXN010858,USR21892,2023-12-16,16:41:26,Purchase,Shopping,394.53,GBP,Successful,Bank Transfer,18-24,United Kingdom,Liverpool,Premium,0,1.97,1.58,3.95,2023,12,December,Saturday,16
TXN011403,USR32849,2023-12-17,10:47:01,Refund,Food & Dining,173.09,GBP,Successful,Apple Pay,25-34,United Kingdom,Glasgow,Standard,0,2.6,2.08,0.0,2023,12,December,Sunday,10
TXN003180,USR21104,2023-12-17,7:12:18,Purchase,Other,64.58,GBP,Successful,Direct Debit,25-34,United Kingdom,Liverpool,Standard,0,0.97,0.78,0.0,2023,12,December,Sunday,7
TXN003304,USR57333,2023-12-17,18:58:40,Purchase,Healthcare,85.48,GBP,Successful,Bank Transfer,25-34,United Kingdom,Bristol,Standard,0,1.28,1.02,0.0,2023,12,December,Sunday,18
TXN003309,USR15573,2023-12-17,11:53:39,Purchase,Food & Dining,300.84,GBP,Successful,Apple Pay,25-34,United Kingdom,London,Standard,0,4.51,3.61,0.0,2023,12,December,Sunday,11
TXN000514,USR54473,2023-12-17,19:03:37,Purchase,Food & Dining,55.27,EUR,Successful,Bank Transfer,45-54,Netherlands,Amsterdam,Standard,1,0.83,0.66,0.0,2023,12,December,Sunday,19
TXN011323,USR91971,2023-12-17,16:50:08,Purchase,Entertainment,289.37,EUR,Successful,Card,45-54,France,Paris,Plus,0,2.89,2.31,1.45,2023,12,December,Sunday,16
TXN009449,USR44502,2023-12-17,19:34:54,Purchase,Healthcare,760.5,USD,Successful,Bank Transfer,35-44,United States,Los Angeles,Premium,0,3.8,3.04,7.61,2023,12,December,Sunday,19
TXN004012,USR62550,2023-12-17,7:54:17,Transfer,Shopping,5783.88,GBP,Successful,Apple Pay,18-24,United Kingdom,Leeds,Premium,0,28.92,23.14,57.84,2023,12,December,Sunday,7
TXN012780,USR77717,2023-12-17,9:24:55,Purchase,Food & Dining,407.77,GBP,Failed,Apple Pay,55+,United Kingdom,Birmingham,Standard,0,6.12,4.9,0.0,2023,12,December,Sunday,9
TXN002003,USR39984,2023-12-17,14:55:27,Transfer,Shopping,2681.21,GBP,Successful,Bank Transfer,25-34,United Kingdom,Liverpool,Plus,0,26.81,21.45,13.41,2023,12,December,Sunday,14
TXN012871,USR42600,2023-12-17,16:14:05,Withdrawal,Travel,699.25,EUR,Successful,Card,18-24,France,Lyon,Standard,0,10.49,8.39,0.0,2023,12,December,Sunday,16
TXN014763,USR24031,2023-12-17,0:57:46,Transfer,Travel,5039.07,GBP,Successful,Card,25-34,United Kingdom,Bristol,Premium,0,25.2,20.16,50.39,2023,12,December,Sunday,0
TXN014234,USR51958,2023-12-17,7:30:28,Purchase,Travel,979.68,EUR,Successful,Google Pay,25-34,France,Lyon,Premium,0,4.9,3.92,9.8,2023,12,December,Sunday,7
TXN005062,USR86139,2023-12-17,20:28:58,Top-up,Entertainment,1923.84,EUR,Successful,Bank Transfer,25-34,France,Bordeaux,Standard,0,28.86,23.09,0.0,2023,12,December,Sunday,20
TXN009405,USR35191,2023-12-17,10:32:48,Purchase,Food & Dining,10.46,USD,Failed,Apple Pay,45-54,United States,New York,Plus,0,0.1,0.08,0.0,2023,12,December,Sunday,10
TXN006367,USR32769,2023-12-17,7:16:23,Purchase,Entertainment,758.04,EUR,Successful,Apple Pay,25-34,Germany,Munich,Metal,0,1.52,1.22,11.37,2023,12,December,Sunday,7
TXN003136,USR38441,2023-12-17,18:34:24,Purchase,Other,99.49,EUR,Successful,Apple Pay,18-24,Germany,Munich,Standard,0,1.49,1.19,0.0,2023,12,December,Sunday,18
TXN005557,USR61612,2023-12-17,17:21:35,Withdrawal,Other,710.82,GBP,Reversed,Bank Transfer,18-24,United Kingdom,Leeds,Plus,0,7.11,5.69,0.0,2023,12,December,Sunday,17
TXN014740,USR66063,2023-12-17,19:10:21,Top-up,Shopping,177.53,GBP,Successful,Bank Transfer,25-34,United Kingdom,Bristol,Premium,0,0.89,0.71,1.78,2023,12,December,Sunday,19
TXN008987,USR68181,2023-12-17,12:55:49,Purchase,Food & Dining,230.0,GBP,Successful,Google Pay,55+,United Kingdom,Liverpool,Standard,0,3.45,2.76,0.0,2023,12,December,Sunday,12
TXN012528,USR17686,2023-12-18,17:36:49,Purchase,Shopping,597.56,EUR,Successful,Bank Transfer,55+,Germany,Munich,Standard,0,8.96,7.17,0.0,2023,12,December,Monday,17
TXN013536,USR18273,2023-12-18,8:05:24,Purchase,Food & Dining,806.07,USD,Successful,Apple Pay,18-24,United States,Chicago,Plus,0,8.06,6.45,4.03,2023,12,December,Monday,8
TXN010608,USR35987,2023-12-18,16:33:04,Purchase,Entertainment,468.88,GBP,Successful,Apple Pay,25-34,United Kingdom,Leeds,Metal,0,0.94,0.75,7.03,2023,12,December,Monday,16
TXN009967,USR23526,2023-12-18,18:45:06,Transfer,Healthcare,1343.41,GBP,Successful,Card,25-34,United Kingdom,Manchester,Plus,0,13.43,10.74,6.72,2023,12,December,Monday,18
TXN013969,USR66935,2023-12-18,0:19:50,Withdrawal,Food & Dining,931.3,GBP,Successful,Card,35-44,United Kingdom,Birmingham,Standard,0,13.97,11.18,0.0,2023,12,December,Monday,0
TXN014146,USR34108,2023-12-18,17:37:23,Purchase,Utilities,767.32,EUR,Successful,Bank Transfer,55+,Germany,Hamburg,Standard,0,11.51,9.21,0.0,2023,12,December,Monday,17
TXN014660,USR91737,2023-12-18,22:25:47,Purchase,Shopping,244.5,GBP,Successful,Bank Transfer,25-34,United Kingdom,Bristol,Plus,0,2.44,1.95,1.22,2023,12,December,Monday,22
TXN015000,USR14285,2023-12-18,13:33:57,Purchase,Utilities,101.88,EUR,Successful,Google Pay,25-34,France,Bordeaux,Standard,0,1.53,1.22,0.0,2023,12,December,Monday,13
TXN001113,USR24300,2023-12-18,4:50:57,Transfer,Shopping,609.33,GBP,Successful,Bank Transfer,25-34,United Kingdom,Birmingham,Plus,0,6.09,4.87,3.05,2023,12,December,Monday,4
TXN005257,USR24031,2023-12-18,8:47:38,Purchase,Travel,368.49,GBP,Successful,Bank Transfer,25-34,United Kingdom,Bristol,Premium,0,1.84,1.47,3.68,2023,12,December,Monday,8
TXN006301,USR65667,2023-12-18,15:09:23,Purchase,Food & Dining,516.23,GBP,Successful,Apple Pay,25-34,United Kingdom,Birmingham,Standard,0,7.74,6.19,0.0,2023,12,December,Monday,15
TXN006211,USR68944,2023-12-18,12:04:38,Refund,Food & Dining,75.43,GBP,Successful,Card,25-34,United Kingdom,Edinburgh,Premium,0,0.38,0.3,0.75,2023,12,December,Monday,12
TXN001921,USR39716,2023-12-18,8:31:04,Purchase,Travel,399.3,USD,Reversed,Card,35-44,United States,Miami,Metal,1,0.8,0.64,0.0,2023,12,December,Monday,8
TXN004058,USR79888,2023-12-18,9:54:57,Withdrawal,Food & Dining,901.94,EUR,Successful,Bank Transfer,25-34,Netherlands,Utrecht,Standard,0,13.53,10.82,0.0,2023,12,December,Monday,9
TXN002157,USR73790,2023-12-18,6:44:28,Withdrawal,Travel,688.41,GBP,Successful,Bank Transfer,25-34,United Kingdom,Leeds,Premium,0,3.44,2.75,6.88,2023,12,December,Monday,6
TXN007222,USR78066,2023-12-19,23:57:10,Top-up,Shopping,1601.35,EUR,Failed,Apple Pay,35-44,Italy,Naples,Standard,0,24.02,19.22,0.0,2023,12,December,Tuesday,23
TXN000114,USR77181,2023-12-19,7:16:17,Withdrawal,Utilities,425.15,EUR,Successful,Direct Debit,18-24,Spain,Seville,Standard,0,6.38,5.1,0.0,2023,12,December,Tuesday,7
TXN000802,USR96594,2023-12-19,21:50:23,Transfer,Travel,5763.49,EUR,Successful,Card,25-34,Spain,Valencia,Premium,0,28.82,23.06,57.63,2023,12,December,Tuesday,21
TXN002652,USR92178,2023-12-19,9:11:00,Purchase,Food & Dining,515.72,GBP,Successful,Google Pay,35-44,United Kingdom,Edinburgh,Plus,0,5.16,4.13,2.58,2023,12,December,Tuesday,9
TXN003894,USR62931,2023-12-19,14:43:47,Purchase,Shopping,789.08,GBP,Successful,Apple Pay,25-34,United Kingdom,Unknown,Plus,0,7.89,6.31,3.95,2023,12,December,Tuesday,14
TXN012328,USR92564,2023-12-19,22:53:11,Transfer,Food & Dining,3095.63,EUR,Successful,Card,55+,France,Marseille,Standard,0,46.43,37.14,0.0,2023,12,December,Tuesday,22
TXN000934,USR93964,2023-12-19,19:20:48,Transfer,Utilities,3495.7,EUR,Failed,Bank Transfer,25-34,Germany,Frankfurt,Standard,0,52.44,41.95,0.0,2023,12,December,Tuesday,19
TXN005959,USR65666,2023-12-19,3:38:26,Purchase,Shopping,196.45,USD,Successful,Bank Transfer,35-44,United States,Miami,Standard,0,2.95,2.36,0.0,2023,12,December,Tuesday,3
TXN002320,USR56088,2023-12-19,22:40:30,Top-up,Healthcare,1562.58,GBP,Successful,Google Pay,45-54,United Kingdom,Edinburgh,Standard,0,23.44,18.75,0.0,2023,12,December,Tuesday,22
TXN004439,USR94388,2023-12-19,11:36:29,Transfer,Shopping,548.19,GBP,Successful,Card,55+,United Kingdom,Bristol,Premium,0,2.74,2.19,5.48,2023,12,December,Tuesday,11
TXN008733,USR46520,2023-12-19,22:39:41,Transfer,Travel,9182.96,GBP,Successful,Card,18-24,United Kingdom,Manchester,Metal,0,18.37,14.7,137.74,2023,12,December,Tuesday,22
TXN004589,USR76918,2023-12-19,21:05:12,Transfer,Food & Dining,3950.79,EUR,Successful,Card,25-34,France,Lyon,Standard,0,59.26,47.41,0.0,2023,12,December,Tuesday,21
TXN001784,USR83823,2023-12-19,21:51:42,Transfer,Shopping,2330.05,EUR,Successful,Bank Transfer,25-34,France,Marseille,Standard,1,34.95,27.96,0.0,2023,12,December,Tuesday,21
TXN004947,USR13847,2023-12-19,17:03:32,Transfer,Food & Dining,2848.96,GBP,Reversed,Google Pay,25-34,United Kingdom,Bristol,Plus,0,28.49,22.79,0.0,2023,12,December,Tuesday,17
TXN013568,USR62662,2023-12-19,19:23:14,Purchase,Food & Dining,573.86,GBP,Failed,Direct Debit,25-34,United Kingdom,Edinburgh,Standard,0,8.61,6.89,0.0,2023,12,December,Tuesday,19
TXN009033,USR76918,2023-12-19,16:07:39,Purchase,Food & Dining,738.29,EUR,Successful,Card,25-34,France,Lyon,Standard,0,11.07,8.86,0.0,2023,12,December,Tuesday,16
TXN001624,USR11268,2023-12-19,23:33:49,Transfer,Healthcare,4055.73,GBP,Successful,Card,25-34,United Kingdom,Birmingham,Standard,0,60.84,48.67,0.0,2023,12,December,Tuesday,23
TXN009379,USR33444,2023-12-19,6:54:17,Purchase,Transfer,167.64,EUR,Successful,Card,35-44,Germany,Munich,Standard,0,2.51,2.01,0.0,2023,12,December,Tuesday,6
TXN007434,USR30732,2023-12-19,13:33:17,Withdrawal,Travel,980.1,GBP,Successful,Apple Pay,25-34,United Kingdom,Liverpool,Plus,0,9.8,7.84,4.9,2023,12,December,Tuesday,13
TXN002814,USR88766,2023-12-19,8:59:02,Purchase,Transfer,57.42,EUR,Successful,Google Pay,25-34,France,Lyon,Standard,0,0.86,0.69,0.0,2023,12,December,Tuesday,8
